step,loss
0,2.995732307434082
1,2.995731830596924
2,2.9957313537597656
3,2.9957308769226074
4,2.9957308769226074
5,2.9957313537597656
6,2.9957292079925537
7,2.9957292079925537
8,2.9957263469696045
9,2.995728015899658
10,2.9957287311553955
11,2.9957168102264404
12,2.9957268238067627
13,2.9957261085510254
14,2.995722770690918
15,2.995711326599121
16,2.9957096576690674
17,2.9957077503204346
18,2.9957046508789062
19,2.995727062225342
20,2.9957101345062256
21,2.995716094970703
22,2.995718479156494
23,2.995720624923706
24,2.995713710784912
25,2.9957001209259033
26,2.9957027435302734
27,2.995694398880005
28,2.995661735534668
29,2.9956936836242676
30,2.9956555366516113
31,2.995656728744507
32,2.9956252574920654
33,2.995671033859253
34,2.9956955909729004
35,2.995713472366333
36,2.9956281185150146
37,2.995649814605713
38,2.9957072734832764
39,2.9957103729248047
40,2.995722532272339
41,2.9956746101379395
42,2.995645761489868
43,2.9956955909729004
44,2.9956603050231934
45,2.9956860542297363
46,2.995670795440674
47,2.9957165718078613
48,2.9955856800079346
49,2.995640754699707
50,2.995675802230835
51,2.995694398880005
52,2.9956185817718506
53,2.9956212043762207
54,2.9956791400909424
55,2.9955949783325195
56,2.995664119720459
57,2.9956912994384766
58,2.9957149028778076
59,2.9957001209259033
60,2.995640277862549
61,2.9956443309783936
62,2.995692014694214
63,2.995574951171875
64,2.9956581592559814
65,2.995608329772949
66,2.9956555366516113
67,2.995558500289917
68,2.995661497116089
69,2.995624303817749
70,2.995685577392578
71,2.9956231117248535
72,2.995604991912842
73,2.9954683780670166
74,2.9955668449401855
75,2.9956414699554443
76,2.9955127239227295
77,2.9955663681030273
78,2.9955763816833496
79,2.995596408843994
80,2.9956281185150146
81,2.9956202507019043
82,2.9956185817718506
83,2.9955735206604004
84,2.995582342147827
85,2.9954938888549805
86,2.995494842529297
87,2.9955203533172607
88,2.9956157207489014
89,2.9954833984375
90,2.995720624923706
91,2.9955289363861084
92,2.9953999519348145
93,2.995581865310669
