step,loss
0,2.8871073722839355
1,2.867384433746338
2,3.288728952407837
3,3.2252538204193115
4,3.104971408843994
5,2.8128743171691895
6,3.2465152740478516
7,3.309201955795288
8,3.010237216949463
9,3.2700092792510986
10,3.1102066040039062
11,3.1699955463409424
12,3.1252431869506836
13,3.0700252056121826
14,3.3004236221313477
15,3.1595218181610107
16,3.3752224445343018
17,3.131394863128662
18,2.9970743656158447
19,3.20340633392334
20,3.028628349304199
21,3.3691601753234863
22,2.9628987312316895
23,3.0342824459075928
24,2.955413579940796
25,3.250957489013672
26,2.9946343898773193
27,3.024425745010376
28,2.869248390197754
29,3.0628745555877686
30,3.0075440406799316
31,2.838397741317749
32,3.3603110313415527
33,3.4342286586761475
34,3.2308216094970703
35,2.653315544128418
36,3.0120794773101807
37,2.994976282119751
38,2.9696855545043945
39,3.1645336151123047
40,3.1428451538085938
41,3.0360918045043945
42,3.323901653289795
43,2.775658369064331
44,3.2369701862335205
45,3.231581687927246
46,3.099025249481201
47,2.929150104522705
48,2.994948148727417
49,3.078059196472168
50,2.7786765098571777
51,3.072502613067627
52,3.195007801055908
53,2.993068218231201
54,3.328674554824829
55,3.215346336364746
56,2.9033701419830322
57,3.249054431915283
58,3.0566153526306152
59,3.372385025024414
60,3.021554470062256
61,3.112103223800659
62,2.664980173110962
63,2.733952522277832
64,2.761939525604248
65,3.135175943374634
66,3.0272536277770996
67,2.9167323112487793
68,2.6185412406921387
69,3.1100010871887207
70,3.1608994007110596
71,3.1099743843078613
72,3.1384735107421875
73,3.0030465126037598
74,3.301074266433716
75,2.9562151432037354
76,3.205410957336426
77,3.323373317718506
78,3.0454306602478027
79,3.0682363510131836
80,3.107419967651367
81,3.039170026779175
82,2.8886959552764893
83,2.833162546157837
84,3.268446683883667
85,3.0592169761657715
86,2.9190938472747803
87,3.0701961517333984
88,3.117516040802002
89,2.9480490684509277
90,2.9517619609832764
91,3.283829689025879
92,3.283386707305908
93,3.2210919857025146
94,2.8031249046325684
95,2.8310086727142334
96,3.295280933380127
97,3.0894973278045654
98,2.909757614135742
99,3.0092759132385254
100,3.0890557765960693
101,3.069347381591797
102,3.0037784576416016
103,3.1560564041137695
104,2.958871841430664
105,3.1044657230377197
106,3.026784658432007
107,3.25103497505188
108,3.053950786590576
109,3.124542713165283
110,3.1236112117767334
111,3.23856782913208
112,2.991128444671631
113,3.206942558288574
114,2.9023478031158447
115,3.2252469062805176
116,3.3961751461029053
117,3.1795296669006348
118,3.1867315769195557
119,3.1328399181365967
120,2.990060806274414
121,3.0153517723083496
122,2.9612112045288086
123,3.004319667816162
124,2.8869752883911133
125,3.0354785919189453
126,3.0943691730499268
127,3.012904405593872
128,3.2077972888946533
129,3.311811685562134
130,3.264981508255005
131,3.1085093021392822
132,3.1011524200439453
133,3.2764816284179688
134,3.329153299331665
135,3.0678606033325195
136,3.1660892963409424
137,3.3028507232666016
138,2.916301727294922
139,2.924861192703247
140,3.088867664337158
141,3.1047351360321045
142,2.9688782691955566
143,3.1478867530822754
144,3.012683868408203
145,3.202519416809082
146,3.0652518272399902
147,2.9466400146484375
148,2.9999496936798096
149,3.0461511611938477
150,3.057126998901367
151,2.9327516555786133
152,3.2509567737579346
153,3.2111761569976807
154,3.150132656097412
155,3.149996280670166
156,3.0668885707855225
157,3.209425926208496
158,3.093214988708496
159,2.7732577323913574
160,2.880066394805908
161,3.013962984085083
162,2.8940563201904297
163,2.9151217937469482
164,3.2411131858825684
165,2.9241793155670166
166,3.195826530456543
167,3.0335001945495605
168,2.9722421169281006
169,3.306570529937744
170,3.2338809967041016
171,2.9577953815460205
172,2.956146001815796
173,3.0840156078338623
174,3.000770092010498
175,2.9301846027374268
176,3.364715099334717
177,3.4341206550598145
178,3.03959059715271
179,3.042013645172119
180,3.070380210876465
181,3.002284049987793
182,3.348346710205078
183,3.116847276687622
184,2.8714096546173096
185,3.058567762374878
186,3.125896453857422
187,2.9505090713500977
188,3.2879765033721924
189,3.1454644203186035
190,2.937769651412964
191,3.3293449878692627
192,3.2777106761932373
193,3.1169755458831787
194,3.127340078353882
195,3.097926378250122
196,2.9787087440490723
197,3.217708110809326
198,3.0337510108947754
199,3.014150619506836
200,2.996352434158325
201,2.931013822555542
202,2.9914510250091553
203,2.946233034133911
204,2.991757392883301
205,3.0778825283050537
206,2.7894997596740723
207,3.192227840423584
208,3.1906142234802246
209,2.9936702251434326
210,3.255825996398926
211,2.7461040019989014
212,3.183636426925659
213,2.9371790885925293
214,2.943570852279663
215,3.1838979721069336
216,3.00828218460083
217,3.1471128463745117
218,2.776890277862549
219,2.905743360519409
220,2.949822425842285
221,3.413069009780884
222,3.2651631832122803
223,3.055180311203003
224,3.1179721355438232
225,2.8333139419555664
226,2.9352879524230957
227,2.921671152114868
228,2.9293484687805176
229,3.055112838745117
230,2.9531726837158203
231,3.1751201152801514
232,3.1052510738372803
233,2.9457013607025146
234,2.828425407409668
235,3.142026901245117
236,3.0555973052978516
237,3.0937142372131348
238,3.0284252166748047
239,2.9659595489501953
240,3.344508647918701
241,3.372091293334961
242,3.04876446723938
243,3.1100730895996094
244,2.9765326976776123
245,2.8649795055389404
246,3.367189407348633
247,3.0847671031951904
248,2.9787042140960693
249,2.83319354057312
250,3.0782785415649414
251,3.1820359230041504
252,2.994178295135498
253,3.0919995307922363
254,3.2404613494873047
255,3.2982988357543945
256,3.3984668254852295
257,3.135592460632324
258,3.2439281940460205
259,2.900214195251465
260,3.038423538208008
261,3.1938915252685547
262,3.2278974056243896
263,2.963644027709961
264,3.0973405838012695
265,3.570687770843506
266,3.021590232849121
267,2.8389806747436523
268,2.7754108905792236
269,3.0835635662078857
270,3.1482596397399902
271,2.9298622608184814
272,2.9240071773529053
273,3.2244834899902344
274,3.2613444328308105
275,3.3742408752441406
276,2.972288131713867
277,3.1689915657043457
278,3.0407235622406006
279,2.9092674255371094
280,2.9459919929504395
281,2.941873550415039
282,3.148618459701538
283,2.7689640522003174
284,2.803678035736084
285,3.279261589050293
286,3.1336398124694824
287,3.090965986251831
288,3.228217124938965
289,3.0869948863983154
290,3.0311996936798096
291,3.0611815452575684
292,3.091580629348755
293,3.0218889713287354
294,3.2390189170837402
295,3.042567253112793
296,3.2585930824279785
297,2.930119514465332
298,3.0604686737060547
299,3.2214365005493164
300,3.0732340812683105
301,3.3953516483306885
302,3.180454730987549
303,2.920541524887085
304,3.008380174636841
305,3.100329875946045
306,2.8756306171417236
307,3.0408952236175537
308,2.903533458709717
309,3.252403736114502
310,2.7653257846832275
311,2.9303393363952637
312,3.351572036743164
313,3.2161104679107666
314,2.9944934844970703
315,3.343630313873291
316,3.0653629302978516
317,2.843107223510742
318,3.1701388359069824
319,3.2182648181915283
320,3.02740478515625
321,2.8753280639648438
322,2.9101970195770264
323,3.1326301097869873
324,3.0248966217041016
325,3.139502763748169
326,2.976914405822754
327,3.037524461746216
328,3.126554489135742
329,3.0741498470306396
330,2.9194605350494385
331,3.181981325149536
332,3.068488121032715
333,3.1451425552368164
334,3.133615493774414
335,2.797002077102661
336,2.859898328781128
337,3.023313045501709
338,3.3033127784729004
339,3.0616397857666016
340,3.053098678588867
341,2.958392381668091
342,2.914255142211914
343,3.0793778896331787
