step,loss
0,4.626081466674805
1,4.584043025970459
2,4.6176438331604
3,4.687194347381592
4,4.578690528869629
5,4.577188968658447
6,4.627350330352783
7,4.638367652893066
8,4.569162368774414
9,4.621665954589844
10,4.654539585113525
11,4.602393627166748
12,4.653903484344482
13,4.5312089920043945
14,4.566727638244629
15,4.59607458114624
16,4.590820789337158
17,4.585114002227783
18,4.613164901733398
19,4.535231590270996
20,4.550967693328857
21,4.574076175689697
22,4.682750225067139
23,4.635361671447754
24,4.594340801239014
25,4.55530309677124
26,4.582627296447754
27,4.630647659301758
28,4.633845329284668
29,4.603953838348389
30,4.634584426879883
31,4.606544494628906
32,4.60064172744751
33,4.623993873596191
34,4.634109973907471
35,4.657309055328369
36,4.557651519775391
37,4.588198661804199
38,4.625897407531738
39,4.592900276184082
40,4.589905738830566
41,4.681399345397949
42,4.591926097869873
43,4.54018497467041
44,4.590085029602051
45,4.553684711456299
46,4.6004791259765625
47,4.612551212310791
48,4.60560417175293
49,4.634974956512451
50,4.582170009613037
51,4.716244220733643
52,4.573719024658203
53,4.632040500640869
54,4.579848289489746
55,4.567196846008301
56,4.563641548156738
57,4.606905460357666
58,4.586881160736084
59,4.5965728759765625
60,4.5644636154174805
61,4.557806015014648
62,4.636029243469238
63,4.632007598876953
64,4.639079570770264
65,4.587519645690918
66,4.751361846923828
67,4.599267959594727
68,4.5940070152282715
69,4.663599491119385
70,4.667105674743652
71,4.651055335998535
72,4.627316474914551
73,4.654077529907227
74,4.64482307434082
75,4.667173862457275
76,4.695008277893066
77,4.6485161781311035
78,4.593938827514648
79,4.61362361907959
80,4.60501766204834
81,4.552803039550781
82,4.586181640625
83,4.580904006958008
84,4.604314804077148
85,4.578295707702637
86,4.719431400299072
87,4.6019697189331055
88,4.627649307250977
89,4.588059425354004
90,4.649070739746094
91,4.601901531219482
92,4.690891265869141
93,4.616752624511719
94,4.557265281677246
95,4.613956928253174
96,4.5634989738464355
97,4.577420234680176
98,4.622522830963135
99,4.645139217376709
100,4.6277079582214355
101,4.631753921508789
102,4.636843681335449
103,4.57413911819458
104,4.6081461906433105
105,4.607301712036133
106,4.571011543273926
107,4.559607028961182
108,4.5724663734436035
109,4.65016508102417
110,4.635842323303223
111,4.602221488952637
112,4.660826683044434
113,4.629971504211426
114,4.718127727508545
115,4.562682628631592
116,4.5502729415893555
117,4.67012357711792
118,4.5465898513793945
119,4.608766555786133
120,4.548853874206543
121,4.590275764465332
122,4.541247844696045
123,4.672993183135986
124,4.62078857421875
125,4.583645820617676
126,4.600880146026611
127,4.553028106689453
128,4.6970415115356445
129,4.7132954597473145
130,4.579751491546631
131,4.618503093719482
132,4.549042224884033
133,4.611848831176758
134,4.655818462371826
135,4.590625762939453
136,4.637317657470703
137,4.609483242034912
138,4.596739292144775
139,4.622461795806885
140,4.6070404052734375
141,4.595028400421143
142,4.628057479858398
143,4.541919231414795
144,4.710609436035156
145,4.601536273956299
146,4.647303581237793
147,4.574275016784668
148,4.648676872253418
149,4.638357162475586
150,4.618658542633057
151,4.591524124145508
152,4.607306957244873
153,4.588717460632324
154,4.568028450012207
155,4.5729804039001465
156,4.653827667236328
157,4.611132621765137
158,4.596014499664307
159,4.568514823913574
160,4.563764572143555
161,4.65064811706543
162,4.564689636230469
163,4.645105361938477
164,4.584855556488037
165,4.607494831085205
166,4.582915306091309
167,4.6027140617370605
168,4.647622108459473
169,4.603037357330322
170,4.599567413330078
171,4.569239616394043
172,4.651169300079346
173,4.5839056968688965
174,4.5753302574157715
175,4.535298824310303
176,4.594264984130859
177,4.537032127380371
178,4.590307235717773
179,4.5726823806762695
180,4.6173787117004395
181,4.555663585662842
182,4.700003147125244
183,4.624680042266846
184,4.639945983886719
185,4.6249237060546875
186,4.631738662719727
187,4.645882606506348
188,4.5674333572387695
189,4.585254669189453
190,4.676745414733887
191,4.568350791931152
192,4.595980644226074
193,4.656428337097168
194,4.597555637359619
195,4.53420352935791
196,4.595427513122559
197,4.584074974060059
198,4.6956892013549805
199,4.660299301147461
200,4.626790523529053
201,4.634401321411133
202,4.602657794952393
203,4.62918758392334
204,4.581864356994629
205,4.673759937286377
206,4.642148494720459
207,4.594574928283691
208,4.624150276184082
209,4.60201358795166
210,4.6682305335998535
211,4.654761791229248
212,4.559179306030273
213,4.6317338943481445
214,4.569773197174072
215,4.574975967407227
216,4.558899402618408
217,4.5862531661987305
218,4.632718086242676
219,4.61173677444458
220,4.535222053527832
221,4.616278648376465
222,4.576223850250244
223,4.681726932525635
224,4.607666015625
225,4.574646949768066
226,4.569710731506348
227,4.625063419342041
228,4.570368766784668
229,4.57642936706543
230,4.621510982513428
231,4.68587589263916
232,4.686034679412842
233,4.5387654304504395
234,4.635009765625
235,4.6265668869018555
236,4.615729331970215
237,4.621700763702393
238,4.706582069396973
239,4.63700532913208
240,4.616988182067871
241,4.5742106437683105
242,4.727474689483643
243,4.576232433319092
244,4.628547191619873
245,4.59508752822876
246,4.5702643394470215
247,4.670844554901123
248,4.6500325202941895
249,4.614218711853027
250,4.560060024261475
251,4.573885440826416
252,4.549169063568115
253,4.621065139770508
254,4.624995708465576
255,4.589850425720215
256,4.586024284362793
257,4.615810394287109
258,4.5302534103393555
259,4.55808162689209
260,4.639215469360352
261,4.658213138580322
262,4.563582420349121
263,4.615994453430176
264,4.655388832092285
265,4.569377422332764
266,4.633932113647461
267,4.602711200714111
268,4.540660858154297
269,4.547086238861084
270,4.600297451019287
271,4.611072063446045
272,4.5831756591796875
273,4.658907890319824
274,4.658937454223633
275,4.572706699371338
276,4.608332633972168
277,4.594191551208496
278,4.625952243804932
279,4.577959060668945
280,4.638776779174805
281,4.594407081604004
282,4.654956817626953
283,4.612726211547852
284,4.674199104309082
285,4.632300853729248
286,4.547506332397461
287,4.573400497436523
288,4.665256023406982
289,4.627310752868652
290,4.662493705749512
291,4.611449718475342
292,4.621006965637207
293,4.580350875854492
294,4.582695960998535
295,4.607879638671875
296,4.604281425476074
297,4.622397422790527
298,4.5784077644348145
299,4.652366638183594
300,4.635970592498779
301,4.661607265472412
302,4.60893440246582
303,4.613009929656982
304,4.565997123718262
305,4.585080623626709
306,4.643256187438965
307,4.610516548156738
308,4.628911018371582
309,4.637333393096924
