step,loss
0,2.891505002975464
1,2.87214994430542
2,3.2853007316589355
3,3.2166311740875244
4,3.1264684200286865
5,2.836113214492798
6,3.2481682300567627
7,3.325371265411377
8,3.05680775642395
9,3.2592644691467285
10,3.1101322174072266
11,3.173892021179199
12,3.1022419929504395
13,3.0531537532806396
14,3.323105573654175
15,3.1391777992248535
16,3.3671481609344482
17,3.1249356269836426
18,3.006314516067505
19,3.200741767883301
20,3.038264036178589
21,3.4116761684417725
22,2.972879648208618
23,3.026580572128296
24,2.9657938480377197
25,3.288348913192749
26,3.0219807624816895
27,2.9958035945892334
28,2.880260705947876
29,3.058749198913574
30,2.994565486907959
31,2.8327219486236572
32,3.3707950115203857
33,3.4364349842071533
34,3.2410593032836914
35,2.652557849884033
36,3.0076985359191895
37,3.0124597549438477
38,2.9785549640655518
39,3.15246844291687
40,3.1490206718444824
41,3.041261911392212
42,3.325538158416748
43,2.759692907333374
44,3.2320759296417236
45,3.2443268299102783
46,3.1006662845611572
47,2.9142894744873047
48,3.0053889751434326
49,3.104478120803833
50,2.7629382610321045
51,3.069950580596924
52,3.183797597885132
53,2.982513427734375
54,3.3459930419921875
55,3.2280943393707275
56,2.9174797534942627
57,3.260921001434326
58,3.021735668182373
59,3.3720946311950684
60,3.035057306289673
61,3.080714225769043
62,2.6527650356292725
63,2.7048888206481934
64,2.772160291671753
65,3.128551721572876
66,3.0366244316101074
67,2.915055751800537
68,2.6030449867248535
69,3.121734380722046
70,3.1517179012298584
71,3.0957558155059814
72,3.1714751720428467
73,3.032569169998169
74,3.2907497882843018
75,2.949521541595459
76,3.1889595985412598
77,3.3018031120300293
78,3.0432984828948975
79,3.0714399814605713
80,3.0947747230529785
81,3.031238079071045
82,2.8961777687072754
83,2.838819980621338
84,3.2619006633758545
85,3.045727252960205
86,2.9342658519744873
87,3.0700600147247314
88,3.1147096157073975
89,2.953190326690674
90,2.9496500492095947
91,3.292030096054077
92,3.2970757484436035
93,3.2391839027404785
94,2.835451602935791
95,2.8247029781341553
96,3.329930305480957
97,3.087669610977173
98,2.9189820289611816
99,2.992886543273926
100,3.1161067485809326
101,3.0650224685668945
102,3.018277406692505
103,3.1447603702545166
104,2.9612863063812256
105,3.0990631580352783
106,3.0157828330993652
107,3.2541277408599854
